Name,Platform,Year_of_Release,Type_of_Game,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.08,,,6.7,9,Maxis,Below Average
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.04,0.03,0,0.08,71,5,7.7,7,Magenta Software,Average
"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.08,,,tbd,,Take-Two Interactive,Average
Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.06,0.01,0,0.08,35,23,5.3,10,Metropolis Software,Good
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,0.07,0,0,0.08,,,tbd,,Electronic Arts,Average
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0,0.08,75,31,8,9,Pinegrow,Below Average
Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0,0.08,57,32,8.4,11,Coyote Developments,Good
Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0,0.08,78,15,6.3,32,Ubisoft Montreal,Good
Rayman Origins,PC,2012,Platform,Ubisoft,0,0.06,0,0.08,86,11,8.4,337,UBlart Montpellier,Excelent
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0,0.08,79,26,5.4,10,Mix Max,Below Average
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.02,0.07,64,10,7.1,12,Gaming Minds Studios,Below Average
In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.07,72,14,9,13,Roxor Games,Average
Grease Dance,PS3,2011,Misc,505 Games,0.05,0.02,0,0.07,,,tbd,,505 Games,Below Average
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0,0,0.07,36,7,2.4,15,Activision,Below Average
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.07,49,24,5.5,6,Mad Catz,Below Average
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.02,0.05,0,0.07,79,49,7.8,520,Monolith Productions,Good
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.07,82,42,8.6,199,EA LA,Below Average
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.07,73,26,8.1,20,Koei,Below Average
Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0,0.07,64,25,6,6,Double Helix Games,Below Average
Emergency 2012,PC,2010,Simulation,Deep Silver,0.02,0.04,0,0.07,61,9,6.2,12,ValuSoft,Below Average
Alvin and the Chipmunks,PS2,2007,Misc,Brash Entertainment,0.04,0.03,0,0.07,33,5,4.5,6,Sensory Sweep,Average
Hearts of Iron III,PC,2009,Strategy,Paradox Interactive,0.02,0.04,0,0.07,77,23,7.1,233,Paradox Development Studio,Excelent
Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0.07,69,10,8.4,8,Koei,Excelent
Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0.07,75,19,tbd,,Avalanche Software,Average
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,0.05,0.02,0,0.07,44,9,8.5,4,Direct Action Games,Good
Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,0.04,0.03,0,0.07,63,23,5.3,7,5000ft,Below Average
Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0,0.07,65,27,7.8,17,Climax Group,Good
Rock Band Country Track Pack 2,PS3,2011,Misc,MTV Games,0.07,0,0,0.07,,,tbd,,Electronic Arts,Excelent
Rock Band Track Pack: Classic Rock,X360,2009,Misc,MTV Games,0.07,0,0,0.07,70,6,tbd,,Harmonix Music Systems,Below Average
Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0,0.07,67,25,4.9,103,Codemasters,Good
Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0,0.07,36,39,5.6,50,Blue Omega,Good
The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0,0.07,47,20,5.4,7,Top Heavy Studios,Good
Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.06,0.01,0,0.07,,,7,7,Harmonix Music Systems,Excelent
BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.07,67,30,8.9,11,Konami,Excelent
Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0,0.07,73,35,7.8,4,Edge of Reality,Average
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0,0.07,59,26,5.9,22,Traveller's Tales,Excelent
The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.07,78,20,7.3,29,Maxis,Below Average
Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.07,56,23,5.4,43,Saber Interactive,Good
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.07,,,,,Gearbox Software,Good
Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0,0.07,61,25,6,6,Zed Two Limited,Below Average
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0,0.07,49,25,4.4,5,Doublesix,Below Average
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.07,,,7.4,23,Sanzaru Games,Average
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.07,57,25,8.2,5,From Software,Below Average
Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0.07,80,24,tbd,,Harmonix Music Systems,Excelent
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.07,61,18,5.6,95,Monte Cristo Multimedia,Average
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0,0.07,67,15,8,6,Team 17,Below Average
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.07,71,26,8,5,Pandemic Studios,Good
Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0,0,0.07,,,tbd,,Electronic Arts,Average
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0.06,62,29,5,5,Silver Wish Games,Below Average
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0,0.06,63,17,7.8,4,2K Sports,Below Average
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.06,81,19,8.5,71,Big Huge Games,Below Average
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.06,45,16,7.8,10,Bec,Below Average
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0,0.06,74,24,4.4,606,EA DICE,Below Average
Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0,0,0.06,55,25,tbd,,Psyonix,Below Average
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0,0.06,32,9,5.8,10,Brainbox Games,Good
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.06,70,44,5.6,186,Gas Powered Games,Excelent
Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0,0.06,38,5,tbd,,Activision Value,Below Average
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0,0.06,55,26,tbd,,Tecmo,Average
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.06,64,40,7.9,51,Sandlot,Good
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.06,83,41,8,523,Epic Games,Good
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0.06,66,38,8.6,5,Paradigm Entertainment,Below Average
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.06,86,64,8.4,626,Infinity Ward,Below Average
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0.06,72,34,6.7,11,Croteam,Good
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.06,80,44,8.7,602,GSC Game World,Good
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.06,58,26,8.5,11,Pyro Studios,Below Average
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.06,57,16,8.6,11,Capcom,Below Average
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0.06,,,tbd,,"Treyarch, Infinity Ward",Good
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,Below Average
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.06,,,7.9,9,Sony Bend,Below Average
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.06,53,51,6.5,72,Saber Interactive,Good
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.06,72,34,8.1,43,Blue Fang Games,Average
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,0.03,0.02,0,0.06,71,24,tbd,,Harmonix Music Systems,Excelent
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.06,73,35,7.8,24,Rocksteady Studios,Good
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.06,44,8,4.6,41,Ubisoft Shanghai,Below Average
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.06,82,44,8.4,1088,GSC Game World,Good
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0.06,71,4,7.2,9,Haemimont,Below Average
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.06,81,31,7.8,49,Maxis,Below Average
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.06,73,28,8.4,11,Andamiro U.S.A. Corp.,Below Average
Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.06,50,6,tbd,,Artech Studios,Below Average
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0.06,52,23,6.1,7,Wideload Games Inc.,Below Average
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.06,81,44,8.1,1026,EA DICE,Below Average
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.05,43,12,6,75,CI Games,Good
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0.05,63,13,5.1,48,Double Helix Games,Below Average
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.05,65,12,tbd,,Micro Cabin,Below Average
4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.05,,,7.4,19,Playrix Entertainment,Average
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.05,57,4,5.5,30,Kalypso,Average
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.05,60,13,7.1,114,1C: Maddox Games,Below Average
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.05,52,64,3.5,282,Inti Creates,Excelent
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.05,78,38,7.3,204,Electronic Arts,Below Average
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.05,77,21,8.2,93,"THQ, 1C, 1C Company",Below Average
Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0,0.05,74,12,tbd,,Taito Corporation,Average
Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0,0.05,76,39,8,57,Tripwire Interactive,Good
Cities in Motion,PC,2011,Simulation,Paradox Interactive,0,0.04,0,0.05,70,20,7.7,105,Colossal Order,Average
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.05,76,29,4.9,539,Codemasters,Good
Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0.05,,,tbd,,Black Lantern Studios,Excelent
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0.05,33,4,6.6,15,"Buka Entertainment, Targem Games",Good
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0.05,66,45,6.5,621,2K Marin,Good
Bejeweled Twist,PC,2008,Puzzle,PopCap Games,0.01,0.04,0,0.05,78,12,7.3,11,PopCap,Average
Hail to the Chimp,PS3,2008,Misc,Gamecock,0.05,0,0,0.05,51,19,4.5,4,Wideload Games Inc.,Below Average
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0.05,77,6,6.7,6,Zoe Mode,Excelent
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.05,78,34,8.7,279,LucasArts,Below Average
Plants vs. Zombies,PC,2009,Strategy,PopCap Games,0,0.04,0,0.05,87,41,8.9,891,PopCap,Excelent
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.05,79,51,3.4,3558,Overkill Software,Good
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0.05,78,22,7.4,41,Sega,Below Average
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,0.05,63,11,5.4,52,Gaming Minds Studios,Below Average
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0.05,82,6,7.5,44,PopCap,Excelent
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.05,76,36,7.7,326,Raven Software,Good
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.05,79,39,7.9,17,Vanilla Ware,Excelent
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.05,45,7,tbd,,Epicenter Studios,Below Average
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.05,86,51,8.8,295,Relic,Good
Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0.05,74,16,tbd,,Empire Oxford,Below Average
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0.05,79,50,7.5,83,EA LA,Below Average
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0,0,0.05,,,tbd,,Electronic Arts,Excelent
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.05,79,28,6.8,185,Team 17,Excelent
Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0,0.05,59,41,tbd,,Vicious Cycle,Below Average
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0.05,71,37,8.1,8,Artech Studios,Good
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.05,89,72,8.1,724,Crytek,Good
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.05,49,5,6.2,27,VSTEP,Average
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0,0.05,69,27,tbd,,Pandemic Studios,Good
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0.05,,,6.1,13,Behaviour Interactive,Excelent
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.05,48,7,4.8,4,Epicenter Studios,Below Average
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.05,93,55,8.8,1128,Relic,Good
Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0,0.05,,,tbd,,Ubisoft Paris,Excelent
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.05,79,22,6.9,40,Ubisoft Romania,Below Average
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0,0.05,69,32,7,4,Double Helix Games,Below Average
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0.05,,,tbd,,Black Lantern Studios,Excelent
The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0,0.05,60,6,2.7,13,Crave,Average
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.05,86,44,8.3,263,Gas Powered Games,Excelent
Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.05,74,41,7.3,261,"id Software, Raven Software",Good
Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0,0.05,31,5,tbd,,Point of View,Below Average
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0.04,64,24,8.3,27,Bohemia Interactive,Below Average
Tropico 3,PC,2009,Strategy,Kalypso Media,0,0.04,0,0.04,79,48,8.1,184,Haemimont,Below Average
Rogue Trooper,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.04,71,37,8.2,9,Rebellion,Below Average
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0.04,35,8,5.8,78,CI Games,Good
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.04,80,20,8.1,46,Koei Tecmo Games,Below Average
City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.04,75,7,8.2,9,Monte Cristo Multimedia,Average
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.04,86,9,8.8,115,1C: Maddox Games,Below Average
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0.04,38,8,1.7,10,Panic Button,Below Average
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0,0,0.04,,,tbd,,Crave,Below Average
Scaler,XB,2004,Platform,Global Star,0.03,0.01,0,0.04,69,25,tbd,,Artificial Mind and Movement,Average
Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0.04,69,18,5.9,868,"Capcom, QLOC",Good
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.04,76,23,7.7,40,Maxis,Below Average
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.04,75,20,7.7,40,Ascaron Entertainment GmbH,Below Average
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0.04,41,21,4,10,Starsphere Interactive,Average
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.04,70,42,7.2,204,Relic,Good
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0,0.03,0,0.04,,,tbd,,"Alawar Entertainment, Inc, Alawar Entertainment",Average
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0,0.04,,,tbd,,Infinity Ward,Good
PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0,0,0.04,,,tbd,,PopCap,Average
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.04,77,41,7.9,349,Nival Interactive,Below Average
Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0.04,66,17,6.9,7,PopTop Software,Below Average
Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.04,87,36,8.6,235,Relic,Good
Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0.04,69,27,9.2,6,Team 17,Below Average
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.04,68,19,4.9,35,Best Way,Below Average
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0.04,69,28,8.4,73,Pyro Studios,Below Average
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,Average
Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0.04,68,11,8.5,6,Iridon Interactive AB,Average
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0.04,34,41,2.2,42,Hudson,Below Average
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.04,50,40,2.8,53,Mad Doc Software,Below Average
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0.04,,,7.6,26,Maxis,Below Average
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0.04,48,4,3.1,14,Trickstar Games,Below Average
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0.04,,,tbd,,2K Play,Average
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0.04,,,tbd,,XS Games,Below Average
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0.04,53,10,tbd,,Vingt-et-un Systems,Excelent
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.04,84,62,8.3,131,Lionhead Studios,Below Average
Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0.04,,,4,8,Dovetail Games,Average
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0.04,81,35,8.9,219,Gas Powered Games,Excelent
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0.04,61,17,6.2,210,Spark Unlimited,Below Average
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0.04,66,4,7.8,48,Team 17,Excelent
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.04,74,32,7.6,43,Tilted Mill,Excelent
Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0.04,64,9,6.9,9,Idea Factory,Below Average
Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0,0.04,45,25,6.5,8,CiRCLE,Good
Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.04,84,55,8.4,667,"Frozenbyte, Inc.",Excelent
Flow: Urban Dance Uprising,PS2,2005,Misc,Ubisoft,0.02,0.01,0,0.04,65,10,tbd,,Artificial Mind and Movement,Below Average
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0,0.04,54,48,3.5,284,Deep Silver Dambuster Studios,Good
Just Dance 2017,X360,2016,Misc,Ubisoft,0.02,0.02,0,0.04,,,tbd,,Ubisoft Paris,Excelent
World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.04,90,26,8.5,607,2D Boy,Average
World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,0,0.03,0,0.04,,,tbd,,Massive Entertainment,Below Average
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.04,75,47,7.7,478,GSC Game World,Good
Sins of a Solar Empire: Trinity,PC,2010,Strategy,Kalypso Media,0,0.03,0,0.04,,,7.9,19,Ironclad Games,Below Average
Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0.04,68,33,7.4,16,People Can Fly,Good
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0.04,46,5,tbd,,Super X Studios,Excelent
World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.04,89,44,8.1,301,Massive Entertainment,Below Average
Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,Kando Games,0.02,0.01,0,0.03,53,5,tbd,,Kando Games,Excelent
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0.03,58,7,2.5,19,Enlight Software,Average
DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.03,71,33,7.2,54,Ascaron Entertainment GmbH,Below Average
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.03,77,15,6.9,15,Gearbox Software,Good
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0.03,72,31,7,78,TimeGate Studios,Below Average
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0.03,60,10,6.5,4,Asobo Studio,Good
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.03,63,12,6.8,27,BattleGoat Studios,Below Average
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0,0.03,0,0.03,84,46,8.5,108,Big Huge Games,Below Average
Sacra Terra: Angelic Night,PC,2011,Puzzle,Avanquest,0.01,0.02,0,0.03,,,tbd,,"Viva Media, Viva Media, LLC",Below Average
Just Dance 2017,PS4,2016,Misc,Ubisoft,0.02,0,0,0.03,73,12,tbd,,Ubisoft Paris,Excelent
Casino Chaos With Las Vegas Players Collection,PC,2011,Misc,THQ,0.03,0,0,0.03,,,tbd,,ValuSoft,Below Average
Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0.03,64,7,7.5,18,Gaijin Entertainment,Below Average
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0.03,78,39,8,282,Techland,Good
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.03,82,29,7.5,308,"Volition Inc., Reactor Zero",Good
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.03,,,6.7,7,Maxis,Below Average
GunGriffon: Allied Strike,XB,2004,Simulation,Microsoft Game Studios,0.02,0.01,0,0.03,55,21,tbd,,Game Arts,Below Average
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0,0.03,,,tbd,,Big Fish Games,Excelent
PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0.03,67,4,tbd,,PopCap,Excelent
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0.03,62,21,6.2,6,Tiwak,Average
Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,0,0.03,0,0.03,,,8.6,20,Creative Assembly,Below Average
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0,0,0.03,,,5.9,8,Cauldron Ltd.,Below Average
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0.03,62,15,3.3,86,Big Time Software,Below Average
Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0.03,80,22,8.1,136,Best Way,Good
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,0.02,0.01,0,0.03,61,20,tbd,,5000ft,Below Average
Guitar Hero: World Tour,PC,2009,Misc,Aspyr,0,0.03,0,0.03,,,7.8,9,Neversoft Entertainment,Below Average
East India Company Collection,PC,2010,Misc,Paradox Interactive,0,0.03,0,0.03,,,tbd,,Nitro Games,Below Average
Take On Helicopters,PC,2011,Simulation,Unknown,0,0.02,0,0.03,70,10,6.7,28,Bohemia Interactive,Below Average
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0,0.03,66,16,7.8,10,Genki,Below Average
